"preusuel";"sexratio_prenom";"n";"sexe_prenom"
"aimane";0.929878048780488;328;"Homme"
"aïmane";1;43;"Homme"
"aimar";1;22;"Homme"
"aimed";1;83;"Homme"
"aimee";0;66;"Femme"
"aimée";0.00326059694005518;27909;"Femme"
"aimel";0;23;"Femme"
"aimeline";0;127;"Femme"
"aimelyne";0;51;"Femme"
"aimen";1;815;"Homme"
"aïmen";1;69;"Homme"
"aimene";1;70;"Homme"
"aimeric";1;744;"Homme"
"aimerick";1;135;"Homme"
"aimery";1;288;"Homme"
"aimeryc";1;28;"Homme"
"aimie";0;957;"Femme"
"aimine";1;25;"Homme"
"aimmee";0;49;"Femme"
"aimran";1;29;"Homme"
"aimrane";1;23;"Homme"
"aimy";0;1327;"Femme"
"aina";0.166936790923825;617;"Femme"
"aïna";0;449;"Femme"
"ainara";0;176;"Femme"
"aïnara";0;22;"Femme"
"aines";0;85;"Femme"
"ainhoa";0;1067;"Femme"
"aïnhoa";0;262;"Femme"
"aini";0;56;"Femme"
"ainis";1;30;"Homme"
"ainoa";0;230;"Femme"
"aïnoa";0;83;"Femme"
"ainoha";0;70;"Femme"
"aïnoha";0;28;"Femme"
"ainsley";1;23;"Homme"
"aintzane";0;26;"Femme"
"aioub";1;31;"Homme"
"airelle";0;98;"Femme"
"airon";1;27;"Homme"
"aïron";1;27;"Homme"
"airy";1;60;"Homme"
"aisam";1;33;"Homme"
"aisata";0;36;"Femme"
"aisatou";0;47;"Femme"
"aisetou";0;34;"Femme"
"aisha";0;544;"Femme"
"aïsha";0;394;"Femme"
"aishwarya";0;59;"Femme"
"aisling";0;38;"Femme"
"aislinn";0;62;"Femme"
"aissa";0.877642536835362;3122;"Homme"
"aïssa";0.789529914529915;936;"Epicene"
"aissam";1;416;"Homme"
"aïssam";1;81;"Homme"
"aissame";1;37;"Homme"
"aissar";1;20;"Homme"
"aissata";0;1813;"Femme"
"aïssata";0;543;"Femme"
"aissatou";0;1583;"Femme"
"aïssatou";0;500;"Femme"
"aisse";0;420;"Femme"
"aissé";0;25;"Femme"
"aïsse";0;22;"Femme"
"aïssé";0;118;"Femme"
"aisseta";0;138;"Femme"
"aïsseta";0;23;"Femme"
"aissetou";0;349;"Femme"
"aïssetou";0;61;"Femme"
"aissia";0;105;"Femme"
"aissya";0;28;"Femme"
"aita";0;46;"Femme"
"aitana";0;127;"Femme"
"aïtana";0;41;"Femme"
"aitor";1;179;"Homme"
"aivy";0;28;"Femme"
"aïvy";0;57;"Femme"
"aïwen";1;25;"Homme"
"aixandre";1;28;"Homme"
"aiya";0;204;"Femme"
"aiyana";0;306;"Femme"
"aïyana";0;21;"Femme"
"aiyanna";0;49;"Femme"
"aiyoub";1;26;"Homme"
"aiza";0;58;"Femme"
"aïza";0;20;"Femme"
"ajad";1;21;"Homme"
"ajan";1;90;"Homme"
"ajana";0;22;"Femme"
"ajanthan";1;27;"Homme"
"ajar";0;64;"Femme"
"ajay";1;138;"Homme"
"ajda";0;21;"Femme"
"ajdin";1;36;"Homme"
"ajla";0;77;"Femme"
"ajmal";1;20;"Homme"
"ajna";0;30;"Femme"
"akan";1;29;"Homme"
"akane";0;25;"Femme"
"akash";1;126;"Homme"
"akasya";0;29;"Femme"
"akay";1;22;"Homme"
"akbar";1;27;"Homme"
"akcel";1;27;"Homme"
"akeem";1;31;"Homme"
"akela";0;32;"Femme"
"akemi";0;39;"Femme"
"akheane";0;32;"Femme"
"akhesa";0;24;"Femme"
"akhil";1;21;"Homme"
"akhim";1;27;"Homme"
"akhmad";1;24;"Homme"
"akhmed";1;37;"Homme"
"akif";1;230;"Homme"
"akiko";0;33;"Femme"
"akil";1;218;"Homme"
"akila";0;627;"Femme"
"akilan";1;28;"Homme"
"akim";1;3693;"Homme"
"akima";0;467;"Femme"
"akime";1;46;"Homme"
"akin";1;282;"Homme"
"akina";0;39;"Femme"
"akio";1;37;"Homme"
"akira";0.775641025641026;156;"Epicene"
"akissi";0;67;"Femme"
"akito";1;21;"Homme"
"akiva";1;52;"Homme"
"akli";1;675;"Homme"
"akmal";1;32;"Homme"
"akram";1;1766;"Homme"
"akrame";1;82;"Homme"
"akrem";1;40;"Homme"
"aksel";0.987165178571429;1792;"Homme"
"akshan";1;20;"Homme"
"akshara";0;62;"Femme"
"akshay";1;52;"Homme"
"akshaya";0;137;"Femme"
"akshayan";1;51;"Homme"
"aksil";1;521;"Homme"
"aksyl";1;20;"Homme"
"akym";1;29;"Homme"
"al-amine";1;24;"Homme"
"al-hassan";1;46;"Homme"
"ala-eddine";1;64;"Homme"
"alaa";0.236220472440945;635;"Epicene"
"alaâ";0;20;"Femme"
"alaa-eddine";1;45;"Homme"
"alabama";0;45;"Femme"
"aladdin";1;37;"Homme"
"aladin";1;210;"Homme"
"aladine";1;41;"Homme"
"aladji";1;90;"Homme"
"alae";0.2;305;"Femme"
"alaeddine";1;197;"Homme"
"alaedine";1;44;"Homme"
"alaia";0;229;"Femme"
"alaïa";0;36;"Femme"
"alain";0.999932922053453;506873;"Homme"
"alain-claude";1;34;"Homme"
"alain-françois";1;21;"Homme"
"alain-jean";1;24;"Homme"
"alain-michel";1;46;"Homme"
"alain-paul";1;24;"Homme"
"alain-philippe";1;21;"Homme"
"alain-pierre";1;88;"Homme"
"alaina";0;90;"Femme"
"alaïna";0;23;"Femme"
"alaine";0;28;"Femme"
"alais";0;751;"Femme"
"alaïs";0;292;"Femme"
"alan";1;19984;"Homme"
"alana";0;1864;"Femme"
"alanah";0;43;"Femme"
"alandra";0;22;"Femme"
"alane";1;303;"Homme"
"alanis";0;245;"Femme"
"alann";1;688;"Homme"
"alanna";0;146;"Femme"
"alannah";0;108;"Femme"
"alanzo";1;78;"Homme"
"alaoua";1;29;"Homme"
"alaoui";1;29;"Homme"
"alara";0;43;"Femme"
"alaric";1;694;"Homme"
"alarick";1;39;"Homme"
"alasane";1;26;"Homme"
"alassan";1;78;"Homme"
"alassana";1;24;"Homme"
"alassane";1;1073;"Homme"
"alastair";1;36;"Homme"
"alaya";0.218181818181818;110;"Epicene"
"alayna";0;108;"Femme"
"alays";0;20;"Femme"
"alaz";1;20;"Homme"
"alba";0;1621;"Femme"
"albain";1;194;"Homme"
"alban";0.996607067973009;26231;"Homme"
"albana";0;20;"Femme"
"albane";0;9670;"Femme"
"albanne";0;184;"Femme"
"albano";1;223;"Homme"
"albans";1;25;"Homme"
"albaro";1;21;"Homme"
"alberic";1;1747;"Homme"
"albéric";1;224;"Homme"
"alberick";1;23;"Homme"
"alberie";0.5625;48;"Epicene"
"albert";0.99951028403526;204200;"Homme"
"alberta";0;465;"Femme"
"alberte";0;9160;"Femme"
"alberthe";0;79;"Femme"
"alberti";1;20;"Homme"
"albertin";1;29;"Homme"
"albertina";0;243;"Femme"
"albertine";0;28149;"Femme"
"albertino";1;67;"Homme"
"alberto";1;2105;"Homme"
"albertus";1;33;"Homme"
"albi";1;24;"Homme"
"albin";1;5049;"Homme"
"albina";0;431;"Femme"
"albine";0;1367;"Femme"
"albino";1;348;"Homme"
"albion";1;44;"Homme"
"albrecht";1;44;"Homme"
"alce";1;52;"Homme"
"alcee";1;71;"Homme"
"alcibiade";1;26;"Homme"
"alcida";0;161;"Femme"
"alcide";0.992843380126617;3633;"Homme"
"alcides";1;42;"Homme"
"alcidie";0;182;"Femme"
"alcime";1;382;"Homme"
"alcina";0;102;"Femme"
"alcinda";0;22;"Femme"
"alcine";0;29;"Femme"
"alcino";1;102;"Homme"
"alcyone";0;30;"Femme"
"alda";0;525;"Femme"
"alde";1;51;"Homme"
"aldebert";1;28;"Homme"
"aldegonde";0;109;"Femme"
"alden";1;24;"Homme"
"alderic";1;210;"Homme"
"aldéric";1;36;"Homme"
"alderick";1;31;"Homme"
"aldin";1;78;"Homme"
"aldina";0;178;"Femme"
"aldine";0;71;"Femme"
"aldino";1;28;"Homme"
"aldja";0;46;"Femme"
"aldjia";0;233;"Femme"
"aldo";1;3541;"Homme"
"aldonce";1;22;"Homme"
"aldric";1;1083;"Homme"
"aldrick";1;166;"Homme"
"aldrik";1;42;"Homme"
"aldrin";1;22;"Homme"
"aldwin";1;155;"Homme"
"alea";0;95;"Femme"
"aléa";0;20;"Femme"
"aleandro";1;77;"Homme"
"aléandro";1;20;"Homme"
"alec";1;1325;"Homme"
"alecia";0;86;"Femme"
"alécia";0;23;"Femme"
"alecio";1;34;"Homme"
"aleck";1;81;"Homme"
"aleena";0;65;"Femme"
"aleesha";0;24;"Femme"
"aleeza";0;28;"Femme"
"alegria";0;46;"Femme"
"aleina";0;36;"Femme"
"alejandra";0;76;"Femme"
"alejandro";1;554;"Homme"
"alek";1;231;"Homme"
"aleks";1;86;"Homme"
"aleksa";1;84;"Homme"
"aleksandar";1;637;"Homme"
"aleksander";1;181;"Homme"
"aleksandr";1;73;"Homme"
"aleksandra";0;522;"Femme"
"aleksandre";1;108;"Homme"
"aleksei";1;44;"Homme"
"alekseï";1;21;"Homme"
"aleksey";1;26;"Homme"
"aleksi";1;111;"Homme"
"aleksia";0;37;"Femme"
"aleksy";1;71;"Homme"
"alem";0.666666666666667;81;"Epicene"
"alen";1;271;"Homme"
"alena";0;471;"Femme"
"aléna";0;179;"Femme"
"alenka";0;31;"Femme"
"alenzo";1;221;"Homme"
"ales";1;139;"Homme"
"alès";1;22;"Homme"
"alesandro";1;34;"Homme"
"alesia";0;261;"Femme"
"alésia";0;73;"Femme"
"alesio";1;39;"Homme"
"alessa";0;131;"Femme"
"alessandra";0;783;"Femme"
"alessandro";1;3304;"Homme"
"alessia";0;2310;"Femme"
"aléssia";0;39;"Femme"
"alessio";1;3902;"Homme"
"aléssio";1;40;"Homme"
"alessya";0;61;"Femme"
"alessyo";1;26;"Homme"
"aleth";0;806;"Femme"
"alette";0;28;"Femme"
"alev";0;192;"Femme"
"alex";0.985037735227235;30343;"Homme"
"alex-anne";0;20;"Femme"
"alexa";0;2052;"Femme"
"alexan";1;151;"Homme"
"alexandar";1;50;"Homme"
"alexander";1;2250;"Homme"
"alexandr";1;45;"Homme"
"alexandra";0.00032396708494417;92602;"Femme"
"alexandre";0.999280443113171;298795;"Homme"
"alexandre-benoît";1;26;"Homme"
"alexandria";0;36;"Femme"
"alexandrie";0;200;"Femme"
"alexandrina";0;231;"Femme"
"alexandrine";0;14043;"Femme"
"alexandro";1;583;"Homme"
"alexandros";1;83;"Homme"
"alexandru";1;395;"Homme"
"alexandry";0;23;"Femme"
"alexane";0;3552;"Femme"
"alexanne";0;287;"Femme"
"alexe";0;193;"Femme"
"alexei";1;200;"Homme"
"alexeï";1;48;"Homme"
"alexendre";1;20;"Homme"
"alexey";1;57;"Homme"
"alexi";0.988944168048646;1809;"Homme"
"alexia";0;36701;"Femme"
"aléxia";0;69;"Femme"
"alexian";1;644;"Homme"
"alexiana";0;23;"Femme"
"alexiane";0;2269;"Femme"
"alexianne";0;147;"Femme"
"alexias";0;48;"Femme"
"alexide";0;35;"Femme"
"alexie";0;1246;"Femme"
"alexin";1;107;"Homme"
"alexina";0;1209;"Femme"
"alexine";0;1708;"Femme"
"alexio";1;124;"Homme"
"alexis";0.997553716312635;147162;"Homme"
"aléxis";1;74;"Homme"
"alexy";0.984770436730123;4465;"Homme"
"alexya";0;260;"Femme"
"alexyan";1;20;"Homme"
"alexyane";0;40;"Femme"
"alexyne";0;22;"Femme"
"alexys";1;347;"Homme"
"aleya";0;20;"Femme"
"aleyna";0;2168;"Femme"
"aleyna-nur";0;20;"Femme"
"alezia";0;42;"Femme"
"alézia";0;28;"Femme"
"alezio";1;44;"Homme"
"alfa";1;48;"Homme"
"alfayed";1;31;"Homme"
"alfeo";1;32;"Homme"
"alfie";1;47;"Homme"
"alfio";1;118;"Homme"
"alfons";1;21;"Homme"
"alfonse";1;22;"Homme"
"alfonso";1;606;"Homme"
"alfousseny";1;26;"Homme"
"alfousseyni";1;21;"Homme"
"alfred";0.999589665653495;65800;"Homme"
"alfreda";0;5378;"Femme"
"alfréda";0;44;"Femme"
"alfrede";0.146919431279621;211;"Femme"
"alfredine";0;991;"Femme"
"alfredo";1;1130;"Homme"
"algia";0;60;"Femme"
"alhadji";1;29;"Homme"
"alhan";1;170;"Homme"
"alhassan";1;58;"Homme"
"alhassana";1;53;"Homme"
"alhassane";1;183;"Homme"
"alhena";0;40;"Femme"
"alhousseyni";1;28;"Homme"
"alhya";0;80;"Femme"
"ali-can";1;20;"Homme"
"ali-eren";1;37;"Homme"
"ali-osman";1;47;"Homme"
"ali-riza";1;22;"Homme"
"alia";0;3045;"Femme"
"aliah";0;166;"Femme"
"aliana";0;162;"Femme"
"aliane";1;20;"Homme"
"alias";1;43;"Homme"
"aliaume";1;68;"Homme"
"alibert";1;100;"Homme"
"alic";1;37;"Homme"
"alica";0;34;"Femme"
"alican";1;119;"Homme"
"alice";0.000311671297714763;189302;"Femme"
"alice-anne";0;48;"Femme"
"alice-marie";0;28;"Femme"
"alicea";0;23;"Femme"
"alicia";0;47547;"Femme"
"aliciane";0;84;"Femme"
"alicio";1;22;"Homme"
"alicja";0;85;"Femme"
"alick";1;147;"Homme"
"alicya";0;540;"Femme"
"alida";0;2213;"Femme"
"alidor";1;94;"Homme"
"alie";0;41;"Femme"
"alienor";0;2678;"Femme"
"aliénor";0;1195;"Femme"
"aliette";0;3828;"Femme"
"alif";1;22;"Homme"
"alihan";1;122;"Homme"
"alihya";0;23;"Femme"
"aliihsan";1;20;"Homme"
"alija";1;20;"Homme"
"alik";1;73;"Homme"
"alika";0;43;"Femme"
"alim";1;324;"Homme"
"alima";0;756;"Femme"
"alimamy";1;24;"Homme"
"alimata";0;90;"Femme"
"alimatou";0;120;"Femme"
"alime";0;49;"Femme"
"alimou";1;22;"Homme"
"alin";0.955789473684211;475;"Homme"
"alina";0;1960;"Femme"
"alinda";0;28;"Femme"
"aline";0;89886;"Femme"
"aline-marie";0;29;"Femme"
"aliocha";1;223;"Homme"
"aliona";0;202;"Femme"
"aliosha";1;40;"Homme"
"aliou";1;644;"Homme"
"alioune";1;453;"Homme"
"alioune-badara";1;23;"Homme"
"alipio";1;42;"Homme"
"aliriza";1;29;"Homme"
"alis";0;84;"Femme"
"alisa";0;329;"Femme"
"alisan";1;35;"Homme"
"alise";0;321;"Femme"
"alisea";0;201;"Femme"
"aliséa";0;49;"Femme"
"alisee";0;311;"Femme"
"alisée";0;75;"Femme"
"alisha";0;343;"Femme"
"alishba";0;23;"Femme"
"alisia";0;113;"Femme"
"alison";0.00208755060728745;15808;"Femme"
"alisone";0;235;"Femme"
"alisonne";0;40;"Femme"
"alissa";0;1880;"Femme"
"alissandre";0;79;"Femme"
"alissar";0;31;"Femme"
"alisse";0;26;"Femme"
"alissia";0;991;"Femme"
"alisson";0;4331;"Femme"
"alissone";0;201;"Femme"
"alissonne";0;22;"Femme"
"alissya";0;152;"Femme"
"alistair";1;591;"Homme"
"alister";1;204;"Homme"
"alisya";0;40;"Femme"
"alita";0;25;"Femme"
"alix";0.262989476462244;30313;"Epicene"
"alix-anne";0;56;"Femme"
"alix-marie";0;26;"Femme"
"alixan";1;46;"Homme"
"alixane";0;61;"Femme"
"alixe";0;1120;"Femme"
"alixia";0;495;"Femme"
"aliya";0;4301;"Femme"
"aliyaah";0;23;"Femme"
"aliyah";0;3080;"Femme"
"aliyana";0;22;"Femme"
"aliye";0;58;"Femme"
"aliyyah";0;39;"Femme"
"aliza";0;231;"Femme"
"alize";0;1556;"Femme"
"alizé";0;469;"Femme"
"alizea";0;536;"Femme"
"alizéa";0;150;"Femme"
"alizee";0;369;"Femme"
"alizée";0;12478;"Femme"
"alizia";0;111;"Femme"
"alizon";0;28;"Femme"
"aljia";0;35;"Femme"
"alkaly";1;39;"Homme"
"alkan";1;51;"Homme"
"alkis";1;21;"Homme"
"alla";0.268041237113402;97;"Epicene"
"allaa";0;21;"Femme"
"allain";1;2985;"Homme"
"allal";1;166;"Homme"
"allan";1;17365;"Homme"
"allana";0;81;"Femme"
"allande";1;106;"Homme"
"allane";1;77;"Homme"
"allann";1;45;"Homme"
"allaoua";1;109;"Homme"
"allaoui";1;25;"Homme"
"allassane";1;45;"Homme"
"allegra";0;162;"Femme"
"allegria";0;24;"Femme"
"allel";1;74;"Homme"
"allen";1;243;"Homme"
"alli";1;38;"Homme"
"allia";0;229;"Femme"
"alliah";0;55;"Femme"
"alliaume";1;33;"Homme"
"allicia";0;51;"Femme"
"allie";0;43;"Femme"
"alliette";0;224;"Femme"
"alline";0;24;"Femme"
"allison";0;5473;"Femme"
"allisone";0;28;"Femme"
"allissa";0;23;"Femme"
"allissia";0;106;"Femme"
"allisson";0;494;"Femme"
"allistair";1;40;"Homme"
"allister";1;46;"Homme"
"allix";0;28;"Femme"
"alliya";0;115;"Femme"
"alliyah";0;163;"Femme"
"allon";1;26;"Homme"
"allonzo";1;26;"Homme"
"ally";0.204819277108434;166;"Epicene"
"allya";0;481;"Femme"
"allyah";0;273;"Femme"
"allyana";0;21;"Femme"
"allycia";0;161;"Femme"
"allyha";0;25;"Femme"
"allyre";1;53;"Homme"
"allyriane";0;40;"Femme"
"allyson";0;737;"Femme"
"allyssa";0;123;"Femme"
"allyssia";0;119;"Femme"
"allysson";0;81;"Femme"
"alma";0;2724;"Femme"
"almahdi";1;30;"Homme"
"almaide";0;55;"Femme"
"almamy";1;197;"Homme"
"almany";1;23;"Homme"
"almanzo";1;54;"Homme"
"almas";0.294117647058824;85;"Epicene"
"almaz";0;30;"Femme"
"almedin";1;31;"Homme"
"almedina";0;31;"Femme"
"almerinda";0;39;"Femme"
"almila";0;33;"Femme"
"almin";1;29;"Homme"
"almina";0;158;"Femme"
"almir";1;163;"Homme"
"almira";0;103;"Femme"
"almire";0.916666666666667;324;"Homme"
"almonzo";1;21;"Homme"
"almudena";0;42;"Femme"
"almyre";1;55;"Homme"
"alna";0;23;"Femme"
"alodie";0;135;"Femme"
"aloe";0;31;"Femme"
"aloha";0;54;"Femme"
"alois";0.938993273022501;4311;"Homme"
"aloïs";0.960629921259842;1778;"Homme"
"aloise";0.822088724584104;2164;"Homme"
"aloïse";0;187;"Femme"
"aloisia";0;22;"Femme"
"alon";1;241;"Homme"
"alona";0;90;"Femme"
"alone";1;196;"Homme"
"alonso";1;335;"Homme"
"alonzo";1;773;"Homme"
"alou";1;75;"Homme"
"aloys";1;1156;"Homme"
"aloyse";0.945054945054945;2730;"Homme"
"aloysia";0;106;"Femme"
"alparslan";1;117;"Homme"
"alpaslan";1;110;"Homme"
"alpay";1;96;"Homme"
"alper";1;411;"Homme"
"alperen";1;499;"Homme"
"alpha-oumar";1;42;"Homme"
"alphee";0.819277108433735;166;"Homme"
"alphena";0;27;"Femme"
"alphonsa";0;24;"Femme"
"alphonse";0.997480817232135;43268;"Homme"
"alphonsia";0;115;"Femme"
"alphonsina";0;22;"Femme"
"alphonsine";0;13360;"Femme"
"alphonso";1;189;"Homme"
"alric";1;354;"Homme"
"alrick";1;308;"Homme"
"alrik";1;93;"Homme"
"alseny";1;52;"Homme"
"altair";1;22;"Homme"
"altaïr";1;40;"Homme"
"altan";1;143;"Homme"
"altay";1;50;"Homme"
"altea";0;57;"Femme"
"althea";0;280;"Femme"
"althéa";0;75;"Femme"
"altin";1;50;"Homme"
"altina";0;33;"Femme"
"altino";1;28;"Homme"
"aluna";0;20;"Femme"
"alva";0;56;"Femme"
"alvana";0;45;"Femme"
"alvar";1;20;"Homme"
"alvaro";1;614;"Homme"
"alveen";1;21;"Homme"
"alvin";1;1749;"Homme"
"alvina";0;709;"Femme"
"alvine";0.366366366366366;333;"Epicene"
"alvinn";1;21;"Homme"
"alvino";1;26;"Homme"
"alvira";0;31;"Femme"
"alvy";1;28;"Homme"
"alvyn";1;307;"Homme"
"alvyne";1;23;"Homme"
"alwen";0;48;"Femme"
"alwena";0;1055;"Femme"
"alwéna";0;28;"Femme"
"alwenn";0;38;"Femme"
"alwenna";0;210;"Femme"
"alwin";1;278;"Homme"
"alwine";0;109;"Femme"
"alwyn";1;45;"Homme"
"alya";0;4760;"Femme"
"alyaa";0;33;"Femme"
"alyaah";0;24;"Femme"
"alyah";0;1029;"Femme"
"alyan";1;52;"Homme"
"alyana";0;247;"Femme"
"alyanna";0;53;"Femme"
"alyce";0;119;"Femme"
"alycia";0;5184;"Femme"
"alyette";0;326;"Femme"
"alyha";0;64;"Femme"
"alyia";0;78;"Femme"
"alyiah";0;24;"Femme"
"alyma";0;28;"Femme"
"alyna";0;183;"Femme"
"alyne";0;164;"Femme"
"alyona";0;76;"Femme"
"alyosha";1;30;"Homme"
"alyre";1;91;"Homme"
"alys";0;316;"Femme"
"alysa";0;30;"Femme"
"alyse";0;56;"Femme"
"alysea";0;66;"Femme"
"alysee";0;352;"Femme"
"alysée";0;93;"Femme"
"alysha";0;113;"Femme"
"alysia";0;75;"Femme"
"alyson";0;2823;"Femme"
"alysone";0;98;"Femme"
"alyss";0;25;"Femme"
"alyssa";0;9814;"Femme"
"alyssandre";0;36;"Femme"
"alysse";0;170;"Femme"
"alyssia";0;3796;"Femme"
"alysson";0;1303;"Femme"
"alyssone";0;65;"Femme"
"alyx";0.432;125;"Epicene"
"alyxia";0;50;"Femme"
"alyze";0;47;"Femme"
"alyzé";0;27;"Femme"
"alyzea";0;81;"Femme"
"alyzéa";0;34;"Femme"
"alyzee";0;442;"Femme"
"alyzée";0;171;"Femme"
"alzina";0;61;"Femme"
"alzira";0;118;"Femme"
"alzire";0.290598290598291;117;"Epicene"
"amaan";1;22;"Homme"
"amabile";0;66;"Femme"
"amable";0.910290237467018;379;"Homme"
"amad";1;37;"Homme"
"amada";1;21;"Homme"
"amadea";0;25;"Femme"
"amadeo";1;272;"Homme"
"amadéo";1;29;"Homme"
"amadeu";1;52;"Homme"
"amadeus";1;61;"Homme"
"amadi";1;64;"Homme"
"amadis";1;39;"Homme"
"amado";1;45;"Homme"
"amador";1;158;"Homme"
"amadou";1;2579;"Homme"
"amadou-tidiane";1;28;"Homme"
"amady";1;71;"Homme"
"amae";0;21;"Femme"
"amael";0.959749552772809;1118;"Homme"
"amaël";1;542;"Homme"
"amaelle";0;390;"Femme"
"amaëlle";0;117;"Femme"
"amaelys";0;22;"Femme"
"amaia";0;1015;"Femme"
"amaïa";0;218;"Femme"
"amaiur";1;46;"Homme"
"amal";0.0330052113491604;3454;"Femme"
"amale";0;638;"Femme"
"amalia";0;2753;"Femme"
"amalie";0;188;"Femme"
"amalio";1;31;"Homme"
"amaliya";0;46;"Femme"
"amalle";0;76;"Femme"
"amalric";1;121;"Homme"
"amalya";0;483;"Femme"
"amalyah";0;23;"Femme"
"amalys";0;23;"Femme"
"aman";0.828193832599119;227;"Homme"
"amana";0;165;"Femme"
"amanallah";0;20;"Femme"
"amance";0.1375;240;"Femme"
"amancio";1;29;"Homme"
"amand";1;3580;"Homme"
"amanda";0;6415;"Femme"
"amande";0;297;"Femme"
"amandin";1;42;"Homme"
"amandina";0;29;"Femme"
"amandine";0;95422;"Femme"
"amandio";1;124;"Homme"
"amando";1;23;"Homme"
"amandyne";0;121;"Femme"
"amane";0.354477611940299;268;"Epicene"
"amani";0.0936093609360936;1111;"Femme"
"amanie";0;90;"Femme"
"amans";1;170;"Homme"
"amant";1;47;"Homme"
"amante";0;117;"Femme"
"amanthe";0;89;"Femme"
"amantine";0;37;"Femme"
"amany";0.115606936416185;173;"Femme"
"amapola";0;60;"Femme"
"amar";1;6296;"Homme"
"amara";0.623005877413938;1191;"Epicene"
"amarande";0;129;"Femme"
"amarante";0;53;"Femme"
"amaranthe";0;29;"Femme"
"amari";1;23;"Homme"
"amaria";0;471;"Femme"
"amarilys";0;29;"Femme"
"amarin";1;23;"Homme"
"amarine";0;112;"Femme"
"amaris";0;22;"Femme"
"amaro";1;46;"Homme"
"amaru";1;49;"Homme"
"amary";1;28;"Homme"
"amaryllis";0;276;"Femme"
"amatallah";0;25;"Femme"
"amath";1;55;"Homme"
"amatoullah";0;78;"Femme"
"amatullah";0;40;"Femme"
"amauri";1;41;"Homme"
"amaurie";0;24;"Femme"
"amaurine";0;22;"Femme"
"amaury";1;17978;"Homme"
"amauryne";0;35;"Femme"
"amaya";0;1300;"Femme"
"amayas";1;219;"Homme"
"amayel";0;33;"Femme"
"amayelle";0;38;"Femme"
"amayes";1;80;"Homme"
"amazigh";1;76;"Homme"
"amazir";1;60;"Homme"
"amazone";0;27;"Femme"
"ambeline";0;31;"Femme"
"amber";0;332;"Femme"
"ambra";0;90;"Femme"
"ambre";0.000876175140306424;42229;"Femme"
"ambre-marie";0;21;"Femme"
"ambreen";0;33;"Femme"
"ambrine";0;2413;"Femme"
"ambroise";0.97343902099847;7191;"Homme"
"ambroisine";0;1823;"Femme"
"ambrose";1;20;"Homme"
"ambrosia";0;40;"Femme"
"ambrosio";1;31;"Homme"
"ambryne";0;49;"Femme"
"amdjad";1;48;"Homme"
"amdjed";1;22;"Homme"
"amdy";1;36;"Homme"
"amed";1;337;"Homme"
"amede";1;1353;"Homme"
"amedea";0;71;"Femme"
"amedee";0.925140735417415;8349;"Homme"
"amédée";1;163;"Homme"
"amedeo";1;176;"Homme"
"amedi";1;41;"Homme"
"amedine";0;154;"Femme"
"amedy";1;65;"Homme"
"ameen";1;21;"Homme"
"ameena";0;22;"Femme"
"ameer";1;22;"Homme"
"amel";0.0108638970971667;11506;"Femme"
"amela";0;136;"Femme"
"amele";0;447;"Femme"
"amèle";0;42;"Femme"
"ameli";0;22;"Femme"
"amelia";0;1034;"Femme"
"amélia";0;10167;"Femme"
"ameliane";0;52;"Femme"
"amelie";0;639;"Femme"
"amélie";0.00121981221042273;97556;"Femme"
"amélie-anne";0;20;"Femme"
"amelien";1;269;"Homme"
"amélien";1;64;"Homme"
"amelin";1;26;"Homme"
"amelina";0;548;"Femme"
"amélina";0;40;"Femme"
"ameline";0;2207;"Femme"
"améline";0;156;"Femme"
"amelio";1;67;"Homme"
"amelius";1;110;"Homme"
"amell";0;23;"Femme"
"amelle";0;1483;"Femme"
"amellia";0;31;"Femme"
"amely";0;343;"Femme"
"amély";0;77;"Femme"
"amelya";0;420;"Femme"
"amélya";0;294;"Femme"
"amelyne";0;166;"Femme"
"amelys";0;176;"Femme"
"amélys";0;36;"Femme"
"amen";0.714285714285714;105;"Epicene"
"amen-allah";1;33;"Homme"
"amena";0;87;"Femme"
"amenallah";1;26;"Homme"
"amenan";0;20;"Femme"
"amenata";0;22;"Femme"
"amendine";0;26;"Femme"
"ameni";0;131;"Femme"
"amenie";0;40;"Femme"
"amenis";0;43;"Femme"
"americo";1;276;"Homme"
"amerigo";1;27;"Homme"
"amerouche";1;24;"Homme"
"ameth";1;23;"Homme"
"amethys";0;32;"Femme"
"amethyste";0;80;"Femme"
"améthyste";0;34;"Femme"
"amets";1;27;"Homme"
"ameur";1;208;"Homme"
"ameziane";1;78;"Homme"
"amica";0;20;"Femme"
"amicie";0;579;"Femme"
"amid";1;104;"Homme"
"amida";0.25;84;"Epicene"
"amide";1;25;"Homme"
"amidou";1;110;"Homme"
"amiel";1;149;"Homme"
"amil";1;52;"Homme"
"amila";0;48;"Femme"
"amilcar";1;206;"Homme"
"amilia";0;47;"Femme"
"amin";1;3316;"Homme"
"amîn";1;38;"Homme"
"amina";0;11913;"Femme"
"aminah";0;91;"Femme"
"aminat";0;75;"Femme"
"aminata";0;6805;"Femme"
"aminatou";0;130;"Femme"
"amine";0.991664038210247;22193;"Homme"
"aminé";0;23;"Femme"
"amine-mohamed";1;22;"Homme"
"amineta";0;20;"Femme"
"aminta";0;41;"Femme"
"aminthe";0;142;"Femme"
"amir";1;10063;"Homme"
"amîr";1;21;"Homme"
"amira";0;6508;"Femme"
"amirah";0;46;"Femme"
"amirdine";1;26;"Homme"
"amire";1;75;"Homme"
